web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,détails,etat,adresse,prix,image_lien-src,description
"1715912165-497","https://www.expat-dakar.com/equipements-pieces?page=7","Bâche auto

Dakar

25. avr., 19:14

12 000 F Cfa

777891477

778095586

773642020","https://www.expat-dakar.com/annonce/bache-auto-2741614","Bâche auto","","Dakar","12 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/58b5b765f81c8d4b936ca99a43a31d00/-/horizon-files-prod/ed/picture/migrated/qn70dmk/54f3b3ec72031667be1a0a3e35093c039507c38f.png","Livraison immédiate 100% gratuite. protégez votre voiture avec des bâches solide, toute saison,intérieur garni pour protéger la peinture , fermeture pour porte, élastique de maintien cote avant et arrière, avec poche rétroviseur, votre numéro d'immatriculation sera écrit dessus, à petit prix à partir du prix affiché. N'oubliez pas de visiter notre site internet. l'application mobile bientôt disponible Nb: les prix commencent à partir du prix affiché."
"1715912168-498","https://www.expat-dakar.com/equipements-pieces?page=7","Pièce jointe
Neuf
Pikine,
Dakar

26. avr., 08:50

160 F Cfa

777155501

774252622","https://www.expat-dakar.com/annonce/piece-jointe-5938830","Pièce jointe","Neuf","Pikine

Dakar","160 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6b168decc6b64318b39c714af1eed076/-/horizon-files-prod/ed/picture/q8v5k7p6/6ca11aebc20458e9755940efe1f5f76de2c87a57.jpg","Pièce Machine"
"1715912170-499","https://www.expat-dakar.com/equipements-pieces?page=7","FILTRES GASOILS DAF
Neuf
Pikine,
Dakar

26. avr., 08:51

777155501

774252622","https://www.expat-dakar.com/annonce/filtres-gasoils-daf-5926446","FILTRES GASOILS DAF","Neuf","Pikine

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/541130973a292b000b1e0aa6c4c3599b/-/horizon-files-prod/ed/picture/qv4eg5r2/a5480aea4689c42c9384c3191a77dc962c316fa0.jpg","Filtres gasoils daf très performant disponible"
"1715912172-500","https://www.expat-dakar.com/equipements-pieces?page=7","Tapis de sol repose pied avec logo de votre voiture
Neuf
Grand-Dakar,
Dakar

26. avr., 13:11

Vendeur vérifié

15 000 F Cfa

782963838

762963434

771874229","https://www.expat-dakar.com/annonce/tapis-de-sol-repose-pied-avec-logo-de-votre-voiture-5726001","Tapis de sol repose pied avec logo de votre voiture","Neuf","Grand-Dakar

Dakar","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/65dfc32ea9ff359403d6deef293c8997/-/horizon-files-prod/ed/picture/q787g6rz/8d2ecd5655f7460a0f677444d49eb5d07f19f050.jpg","Le tapis de sol est conçu avec antidérapant, joue le rôle d'antidérapant et résistant à l'usure, il est facile à installer, il suffit de poser les tapis de sol sur le sol de la voiture, conçus pour protéger le sol de votre voiture des déversements, des taches, de la saleté, de la boue, de la pluie, etc. Il est livré avec des matériaux imperméables, durables et légers qui dureront longtemps."
"1715912175-501","https://www.expat-dakar.com/equipements-pieces?page=7","Tuyau D'arrosage Extensible 30m
Neuf
Grand-Dakar,
Dakar

26. avr., 15:01

Vendeur vérifié

15 000 F Cfa

782963838

762963434

771874229","https://www.expat-dakar.com/annonce/tuyau-darrosage-extensible-30m-5583985","Tuyau D'arrosage Extensible 30m","Neuf","Grand-Dakar

Dakar","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/65126dd636547bb329a6355b6533af2a/-/horizon-files-prod/ed/picture/q566jgx5/db3665c66357413b17c0c11b4c1f7b774b3de90e.jpg","Le tuyau d'arrosage 30 mètres magic hose est très léger pour être déplacer partout mais et très pratique pour arroser les jardins,fleurs, les arbres entres autres. du fait qu'il soit trop léger même vos enfants pourront l'utiliser pour arroser les verdures de la maison. De plus, sa petite taille le rend plus facile à ranger dans votre maison, dans votre salon ou dans le jardin, en occupant peu de place .Grâce à sa technologie innovante (intérieur en latex), ce tuyau a la caractéristique de s'étendre et de se contracter après son utilisation C'est un incroyable tuyau d'arrosage qui augmente sa longueur de 3 fois tout en conservant la portée avec un jet de 20 mm de diamètre.Vous n'aurez plus à ouvrir l'eau pour voir le tuyau magique augmenter.Lorsque vous avez fini de l'utiliser, il suffit de fermer l'eau et de drainer le restant. En contre-temps, il retrouvera sa taille normale.Le tuyau en pression s'étend jusqu'à 3 fois sa longueur et revient aux dimensions normales après utilisation . Fourni avec pulvérisateur d'arrosage multifonction."
"1715912177-502","https://www.expat-dakar.com/equipements-pieces?page=7","Bâches Auto
Neuf
Plateau,
Dakar

27. avr., 12:49

773806058","https://www.expat-dakar.com/annonce/baches-auto-6055356","Bâches Auto","Neuf","Plateau

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5b9ed760f93c963cae1ed555cf93087c/-/horizon-files-prod/ed/picture/qm5p275d/501684edef1a2624e4789f288e2a2a16ad2e23ae.jpg","Bâches Auto disponible chez Amar Accessoires"
"1715912179-503","https://www.expat-dakar.com/equipements-pieces?page=7","Caméra de Recul / Moniteur de Voiture
Neuf
Plateau,
Dakar

27. avr., 12:50

773806058","https://www.expat-dakar.com/annonce/camera-de-recul-moniteur-de-voiture-6034869","Caméra de Recul / Moniteur de Voiture","Neuf","Plateau

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/41ced3aee30d20f07033657ea1e8e605/-/horizon-files-prod/ed/picture/q0gw444k/2593535cb90dbc4cb89e797aa87d7caec2c31a93.jpg","Caméra de Recul MP5 Radio FM , Moniteur de voitures"
"1715912182-504","https://www.expat-dakar.com/equipements-pieces?page=7","Tampon amortisseur Ford Explorer
Neuf
Nord foire,
Dakar

28. avr., 15:12

40 000 F Cfa

772016188","https://www.expat-dakar.com/annonce/tampon-amortisseur-ford-explorer-6058268","Tampon amortisseur Ford Explorer","Neuf","Nord foire

Dakar","40 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3e5dc15c345109acc6011f2019aedc87/-/horizon-files-prod/ed/picture/qv4e8n48/a486485c3561d86a51e9c93e0b0c4bfaa0cf2de4.jpg","Tampon amortisseur avant Ford Explorer"
"1715912184-505","https://www.expat-dakar.com/equipements-pieces?page=7","Dakar pare-brise
Neuf
Médina,
Dakar

29. avr., 10:30

50 000 F Cfa

777125150","https://www.expat-dakar.com/annonce/dakar-pare-brise-6058983","Dakar pare-brise","Neuf","Médina

Dakar","50 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ced68d66eea8f0217942ee6b05e6c805/-/horizon-files-prod/ed/picture/q2jqezn8/1e49196a3a17988fa3cc1f8197e908518a4c525f.jpg","Pour tout changement de pare-brise automobile appeler nous une expérience de plus de 10ans en remplacement de vitrage automobile une expertise professionnelle des pare-brise de qualité pour toutes les marques de voiture"
"1715912186-506","https://www.expat-dakar.com/equipements-pieces?page=7","Lecteur MP3 Voiture T10
Neuf
Dieuppeul,
Dakar

29. avr., 12:54

Vendeur vérifié

8 000 F Cfa

782963838

762963434

771874229","https://www.expat-dakar.com/annonce/lecteur-mp3-voiture-t10-2776823","Lecteur MP3 Voiture T10","Neuf","Dieuppeul

Dakar","8 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2b01274b543c23fb7a6a155020917076/-/horizon-files-prod/ed/picture/migrated/qjpzp94/0a902038fae7f6526d86f14eeebaaa7ef37483d4.jpg","Cet appareil est un lecteur MP3 bluetooth développé pour les voitures, équipé d'un module bluetooth professionnel haute performance et d'une puce de décodeur mp3. Il peut lire et transmettre la musique à l'autoradio via le signal radio fm, transmettre la musique de votre téléphone portable à l'autoradio via bluetooth. également utilisé comme kit voiture mains libres pendant la conduite.il transmette sans fil des appels téléphoniques depuis un smartphone compatible bluetooth vers un autoradio, vous pouvez écouter de la musique de votre téléphone vers votre voiture il dispose d'un port usb pour le chargement d'un téléphone. Livraison possible"
"1715912191-507","https://www.expat-dakar.com/equipements-pieces?page=6","Remorque Semi-Clôture Neuve à 4 Essieux Simlet - 65 Tonnes
Neuf
Keur Massar,
Dakar

29. avr., 15:04

26 000 000 F Cfa

772334175

773147381","https://www.expat-dakar.com/annonce/remorque-semi-cloture-neuve-a-4-essieux-simlet-65-tonnes-6059223","Remorque Semi-Clôture Neuve à 4 Essieux Simlet - 65 Tonnes","Neuf","Keur Massar

Dakar","26 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5de40148d277b2bfd6e531beae23e5ed/-/horizon-files-prod/ed/picture/q785e88j/2389c1d9cbc1ee9341918e401668e2c32612aa30.jpg","Un Investissement Stratégique pour les Professionnels:

Maximisez la capacité de transport de votre flotte avec cette remorque semi-clôture neuve, alliant force et fiabilité avec une capacité de charge de 65 tonnes. Un véhicule conçu pour répondre aux besoins des industries les plus exigeantes.Caractéristiques Avancées:Modèle: GFC9400, une construction qui allie technologie et robustesse.

Dimensions Généreuses: 14,5 mètres de long pour un transport volumineux et efficace.

Poids à Vide Optimal: 8000 kg, équilibrant parfaitement capacité de charge et facilité de manoeuvre.

Matériaux de Haute Résistance: Acier Q355 et T700 pour une durabilité à toute épreuve, même sous les charges les plus lourdes.

Suspension Innovante: Premier essieu à suspension pneumatique pour un confort accru et trois essieux arrière mécaniques pour une stabilité optimale.

Essieux Robustes: Conçus pour la durabilité avec un premier essieu équipé d'une fonction de levage.

Pneus Durables: 16 pneus 12R22.5 inclus, plus deux pneus de secours, pour une longévité accrue sur les parcours exigeants.

Sécurité Maximisée: Système de freinage pneumatique à double ligne, conforme aux normes de sécurité les plus strictes.

Finitions et Protection de Qualité:Traitement antirouille complet et peinture résistante pour faire face aux défis climatiques et routiers de l'Afrique.

Offre de Prix:Demandé: 26 Millions de Francs CFA

Emplacement du Produit:Disponible à: Dakar, Sénégal

Point de Contact pour l'Achat:Ismaila NdioneNe manquez pas cette chance de renforcer votre capacité de transport avec cette remorque semi-clôture qui est synonyme de performance et de fiabilité. Contactez Ismaila Ndione dès aujourd'hui pour découvrir ce véhicule d'exception et en faire l'acquisition."
"1715912193-508","https://www.expat-dakar.com/equipements-pieces?page=6","Pompe à air double cylindre
Neuf
Plateau,
Dakar

30. avr., 11:52

30 000 F Cfa

776906464","https://www.expat-dakar.com/annonce/pompe-a-air-double-cylindre-2743171","Pompe à air double cylindre","Neuf","Plateau

Dakar","30 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a820cd23c485f524d20b5fbde6853bbf/-/horizon-files-prod/ed/picture/migrated/qp0jmpm/4e3fc5d19a269e364dc84ded6126cf3f061b1270.jpg","Le gonfleur de pneu de Digital est idéal pour des voitures, des motos, le RV, le SUV, le VTT et le camion avec 150PSI MAX PRESSION. Également équipé de 3 adaptateurs de buses pour faciliter le gonflage des matelas pneumatiques / vélos / jouets / gonflables La pompe à air portative est dotée d'une conception à quatre barres qui réduit efficacement les vibrations et le bruit. Elle assure que la pompe à air reste à l'endroit où elle est placée et ne bouge pas pendant le fonctionnement. Contenant le tuyau d'air de la bobine d'extension avec manomètre, assez long pour le camion, le gonflage des pneus de VR. Sac à outils portatif pour un rangement"
"1715912195-509","https://www.expat-dakar.com/equipements-pieces?page=6","Pistolet de lavage de voiture haute pression sans fil,
Neuf
Castor,
Dakar

30. avr., 17:35

35 000 F Cfa

787198155

775078121","https://www.expat-dakar.com/annonce/pistolet-de-lavage-de-voiture-haute-pression-sans-fil-6019540","Pistolet de lavage de voiture haute pression sans fil,","Neuf","Castor

Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/355fa95f3a80a2300b3f166bc161742b/-/horizon-files-prod/ed/picture/qdekqde4/a83b6f491d75663383807a6d9e1ba0a85e08aab8.jpg","【Puissant et portable】 - Notre nettoyeur haute pression sans fil est équipé d'un moteur en cuivre et de batteries haute performance, offrant une performance de nettoyage puissante et efficace. Il est léger et facile à transporter et est parfait pour le nettoyage en déplacement.

【Modes de nettoyage polyvalents】 - Avec une buse multifonction et un réservoir de détergent, notre nettoyeur haute pression offre une variété de modes pour répondre à vos différents besoins de nettoyage. Choisissez entre jet direct haute pression, jet éventail ou jet de douche.

【Générateur de mousse inclus】 - Notre nettoyeur haute pression est équipé d'un générateur de mousse qui vous permet d'appliquer facilement du savon et d'autres solutions de nettoyage pour un nettoyage plus approfondi.

Large gamme d'applications : des voitures et des bateaux aux façades de bâtiments et aux piscines, notre nettoyeur haute pression est parfait pour une variété de tâches de nettoyage. Il est également idéal pour le camping en plein air et les voyages longue distance.

Kit de nettoyage complet : notre kit de nettoyage haute pression comprend un pulvérisateur d'eau haute pression, une tige d'extension en cuivre, un tuyau d'entrée, un filtre, un pichet en mousse, un raccord d'entrée, 1 lave-linge de voiture, 1 batterie au lithium, 1 chargeur de batterie et 1 tuyau d'eau de 5 m."
"1715912198-510","https://www.expat-dakar.com/equipements-pieces?page=6","Programmation-vente -réparation-Reloocking clés auto
Neuf
Patte d‘oie,
Dakar

1. mai, 09:23

776566000

769258800

778580391","https://www.expat-dakar.com/annonce/programmation-vente-reparation-reloocking-cles-auto-2724431","Programmation-vente -réparation-Reloocking clés auto","Neuf","Patte d‘oie

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3e8dc865b40651a8bdffcf2fb1c9ecb7/-/horizon-files-prod/ed/picture/migrated/q27rqwj/8f94b28300b6448927ad77adaa57010d28ac9e00.jpg","Programmation, réparation,vente de clés autos toutes marques. Faites réparer, confectionner une deuxième clé pour éviter les désagréments de la clé perdue ou hs. Les coûts passent facilement du simple au triple ou plus en fonction de la complexité du système d'antidemarrage. Pour plus de renseignements, me contacter par WhatsApp ou par appel standard."
"1715912200-511","https://www.expat-dakar.com/equipements-pieces?page=6","Alarme bloque disque

Dakar

1. mai, 17:29

7 900 F Cfa

9 900 F Cfa

Économisez 20.2%

767868281

775497266","https://www.expat-dakar.com/annonce/alarme-bloque-disque-2737765","Alarme bloque disque","","Dakar","9 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/49841077b240217026824468f296d56f/-/horizon-files-prod/ed/picture/migrated/qevgjrz/c3f23c10b022fa2f464f026b12f87594f890b7b5.jpg","Livraison gratuite, vous n'avez plus besoin d'installer un système d'alarme sur votre 2 roues, qui peut créer des coup circuit. ce bloque disque a une alarme très forte et sensible qui se déclenche en cas de forçage, très pratique et facilement transportable avec un joli design."
"1715912202-512","https://www.expat-dakar.com/equipements-pieces?page=6","Bâche auto
Neuf
Hann maristes,
Dakar

2. mai, 22:32

18 000 F Cfa

778428588

778428588

338430060","https://www.expat-dakar.com/annonce/bache-auto-5986412","Bâche auto","Neuf","Hann maristes

Dakar","18 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/69e3eb44adadba0b3c362f8694721754/-/horizon-files-prod/ed/picture/qm5p9gkq/d894165145bc30439b90631c713f7ec1cd00dde9.jpg","Bâche auto importée à bas prix pour voiture 4x4 qualité solide, épaisse, résiste l'eau de la pluie et la poussière

Disponible chez Auto Shop adresse de la boutique Hann Mariste vers la banque cbao sur l'alignement de la brioche dorée livraison possible pour venir à la boutique cliquez sur le lien pour avoir la localisation de la boutique 👉"
"1715912205-513","https://www.expat-dakar.com/equipements-pieces?page=6","Support téléphone pour moto
Neuf
Hann maristes,
Dakar

2. mai, 22:35

6 000 F Cfa

778428588

778428588

338430060","https://www.expat-dakar.com/annonce/support-telephone-pour-moto-6061760","Support téléphone pour moto","Neuf","Hann maristes

Dakar","6 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a3a57ca8ca087dff96bcddcaa685bffd/-/horizon-files-prod/ed/picture/qpd6z00q/3ca40b8db961be011402b208ad25474f40474926.jpg","Support téléphone pour moto 360 disponible chez Auto Shop adresse de la boutique Hann Mariste vers la banque cbao livraison possible"
"1715912207-514","https://www.expat-dakar.com/equipements-pieces?page=6","Siège Auto
Neuf
Plateau,
Dakar

vendredi, 14:59

773806058","https://www.expat-dakar.com/annonce/siege-auto-6034923","Siège Auto","Neuf","Plateau

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/65dc59341c008bc82235b8b24089a1ae/-/horizon-files-prod/ed/picture/q785662q/0d2c23eb57150a0857490d4a57d022992b9e7b28.jpg","Siège Auto de haute qualité"
"1715912209-515","https://www.expat-dakar.com/equipements-pieces?page=6","ECRAN ANDROID
Neuf
Plateau,
Dakar

vendredi, 15:02

773806058","https://www.expat-dakar.com/annonce/ecran-android-6034928","ECRAN ANDROID","Neuf","Plateau

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9ff2c30f901ff0803d3c8a99f970bb3a/-/horizon-files-prod/ed/picture/qwe2664d/694e76755dc09330d8dea4ac44c4168d205dc2db.jpg","Écran Android autoradio , écran tactile disponible chez Amar ACCESSOIRES vous trouverez toutes sortes de pièces auto"
"1715912212-516","https://www.expat-dakar.com/equipements-pieces?page=6","Boulonneuse, appareil diagnostic, convertisseur
Venant
Parcelles Assainies,
Dakar

vendredi, 17:02

40 F Cfa

776706002

768206705","https://www.expat-dakar.com/annonce/boulonneuse-appareil-diagnostic-convertisseur-6062393","Boulonneuse, appareil diagnostic, convertisseur","Venant","Parcelles Assainies

Dakar","40 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/348fe28de06ebe68f22b59fd8cf610ed/-/horizon-files-prod/ed/picture/qngxm0k0/568637fa88293fe17288414fe33b626428439576.jpg","La boulonneuse sans fil Robert Bosch GDS 18v est un outil professionnel puissant et pratique.Avec un couple de 650Nm et une vitesse de 1900 tr/mn, elle est idéale pour serrer les boulons les plus résistants. Elle est livré avec deux batteries.L'appareil diagnostic est un lecteur de code défaut vous permet de lire et effacer 20000 codes défauts (Ex : sonde lambda défectueuse, vanne EGR défaillante, pression, pression d'injection insuffisante, bougie de préchauffage endommagé.) la fonction '''préparation I/M'''' permet de contrôler l'ensemble des systèmes d'échappement. Cette fonction permet un premier diagnostic avant le contrôle technique, et une vue globale sur les systèmes d'émission.

Caractéristiques techniques :

_ lecteur et effacement des codes défauts directement depuis l'appareil

_Affichage de la description du défaut + code

_ Effacement rapide des défauts et du voyant lumineux

_cable solution plug-in OBD2

_ Forme ergonomique

_ écran LCD couleur multilignes

_ Fourni avec mini CD comprenant les détails des codes défauts constructeurs

Matériels Venant"
"1715912216-517","https://www.expat-dakar.com/equipements-pieces?page=5","Gonfleur Pneu Voiture, Compresseur d'air avec lampe
Neuf
Castor,
Dakar

vendredi, 18:48

18 000 F Cfa

771452029

762809427","https://www.expat-dakar.com/annonce/gonfleur-pneu-voiture-compresseur-dair-avec-lampe-6062457","Gonfleur Pneu Voiture, Compresseur d'air avec lampe","Neuf","Castor

Dakar","18 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e72e88b76b63bcfd5316df52288e4332/-/horizon-files-prod/ed/picture/qgq9n46m/8d5996fbfbb7eb65bd6ee9bf46724c6281126ca2.jpg","Le compresseur d'air portable polyvalent 220 PSI 12 V est votre solution idéale pour gonfler divers articles en déplacement.

Il est léger et facile à transporter, ce qui le rend idéal en cas d'urgence.

Conçu pour fonctionner efficacement avec une source d'alimentation de 12 V, il peut supporter des pressions allant jusqu'à 220 psi.Rapide et Facile : Le compresseur d'air automatique pour pneus peut gonfler complètement un pneu de voiture standard en 2-3 minutes. Branchez-le simplement sur la prise de courant 12 V de votre voiture et fixez le tuyau au pneu pour le gonfler. Tout ce dont vous avez besoin est de clipser l'interrupteur et le compresseur d'air fera tout le travail à votre place, et il s'éteindra automatiquement lorsqu'il atteindra la pression prédéfinie.

Arrêt automatique : La pompe à air de voiture améliorée utilise la dernière technologie. Vous pouvez prérégler la pression dont vous avez besoin pour le pneu, et lorsque le pneu atteint la pression prédéfinie, le compresseur d'air de la voiture s'éteint automatiquement. Ainsi, ne vous inquiétez plus jamais du sous-gonflage ou de la faible pression des pneus. Il vous gardera en sécurité tout le temps.

Appareil supplémentaire : Cette pompe à air électrique est livrée avec une lumière clignotante LED pour les utilisations nocturnes. De plus, le câble d'alimentation de 3 mètres est suffisamment long pour atteindre facilement les pneus avant et arrière. Pas besoin de le séparer à chaque fois d'un cadre à l'autre.

Multi-usage : Livré avec 3 buses supplémentaires. Le cordon d'alimentation de 3 mètres de cette pompe à pneus et ses 3 buses supplémentaires vous permettent d'atteindre tous les pneus de votre voiture, vélo, moteur, VTT, berline compacte ou moyenne, etc. De plus, des équipements de sport gonflables et des adaptateurs sont inclus, parfaits pour les matelas pneumatiques, les bateaux gonflables, les ballons, les ballons et autres objetsL'interrupteur d'éclairage indépendant vous permet d'utiliser les lumières LED uniquement après avoir connecté une lampe cigarette DC 12 V. Le deuxième bouton portant le numéro 2 permet d'allumer le compresseur puissant, compact et élégant. Pack de 3 buses, compresseur et lumière LED intégrée.CARACTÉRISTIQUES :

Type de produit : Gonfleur pneu portatif

Alimentation : DC 12V

Diamètre du cylindre du compresseur : 23MM

Débit d'air maximum : 30L/ Min

Courant nominal : 10A

Haut Manomètre de qualité 220PSI

Câble 3M avec allume-cigare

Tuyau en caoutchouc de 0,5M avec lumière LED AVEC 3 buses

TAILLE : 43 31 27 cm ; 16 pièces/ctn 17kgs"
"1715912219-518","https://www.expat-dakar.com/equipements-pieces?page=5","TRACKER GPS
Neuf
Grand-Yoff,
Dakar

vendredi, 18:57

40 000 F Cfa

774783304","https://www.expat-dakar.com/annonce/tracker-gps-2775027","TRACKER GPS","Neuf","Grand-Yoff

Dakar","40 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e5222e5e148a126dbb3c05dd0f275bac/-/horizon-files-prod/ed/picture/migrated/qvgqj62/e22337a5b1197aac0960a05276404a39afe0725d.jpg","TRAKCARE met à votre disposition des traceurs gps haut de gamme pours vos voitures, motos ou camions avec différents services offerts (silver, gold ou Platinium) selon les besoins du client."
"1715912221-519","https://www.expat-dakar.com/equipements-pieces?page=5","Housse de voiture de luxe 5 places
Neuf
Grand-Dakar,
Dakar

samedi, 10:49

Vendeur vérifié

60 000 F Cfa

782963838

762963434

771874229","https://www.expat-dakar.com/annonce/housse-de-voiture-de-luxe-5-places-5082270","Housse de voiture de luxe 5 places","Neuf","Grand-Dakar

Dakar","60 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6ae062ace9dd3efaa4ff50180cb9d899/-/horizon-files-prod/ed/picture/q94z565/3bdde9ca8596248a7dce0fa248c41885c7dfbc2d.png","confortable et luxueux rend vos housses de siège magnifiques et confortables. Ces ensembles de housses de siège durable et doux de haute qualité, renforcé de 3 mm de mousse respirante pour disperser la chaleur et vous permettre de vous sentir à l'aise et au frais. Il se veut une protection complète pour votre siège et confortable à utiliser.

Livraison possible

Montage gratuite à la boutique"
"1715912223-520","https://www.expat-dakar.com/equipements-pieces?page=5","Liquide Mousse Nettoyant Carrosserie
Neuf
Guediawaye,
Dakar

samedi, 15:03

Vendeur vérifié

3 000 F Cfa

775578275

763583858

782256800","https://www.expat-dakar.com/annonce/liquide-mousse-nettoyant-carrosserie-6025600","Liquide Mousse Nettoyant Carrosserie","Neuf","Guediawaye

Dakar","3 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a02c9a53e7e9d173e6dca36a903039da/-/horizon-files-prod/ed/picture/q6xkwe4g/d2999fc4fb98c30046df72d5b0d66707a9330cda.jpg","Liquide mousse Nettoyant Carrosserie"
"1715912226-521","https://www.expat-dakar.com/equipements-pieces?page=5","Mini aspirateur gonfleur 4 in 1
Neuf
Plateau,
Dakar

lundi, 06:37

27 000 F Cfa

776906464","https://www.expat-dakar.com/annonce/mini-aspirateur-gonfleur-4-in-1-2743225","Mini aspirateur gonfleur 4 in 1","Neuf","Plateau

Dakar","27 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7bc11cbba55fcea09561b3eddfdbc8f8/-/horizon-files-prod/ed/picture/migrated/qn72w6x/a1daa125de6742816ed31c8565c71844349cb990.jpg","Double moteur en cuivre pur extrêmement aspiré, mouvement à haut rendement, moteur à vide Connexion métallique rapide pour un système d'éclairage facile et intégré pratique pour une utilisation dans des conditions de faible luminosité Étanche à la poussière avec une seule pression pour Enlevez la poussière et les débris et ne touchez pas la poussière, nettoyez très facilement Système de filtre amélioré, perte plus faible, séparation de la poussière plus approfondie, maintenez une aspiration stable à long terme"
"1715912228-522","https://www.expat-dakar.com/equipements-pieces?page=5","GPS + option arrêt moteur
Neuf
Ouakam,
Dakar

lundi, 07:31

25 000 F Cfa

774844792","https://www.expat-dakar.com/annonce/gps-option-arret-moteur-2746225","GPS + option arrêt moteur","Neuf","Ouakam

Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/05bde8efaa6788bba9b22bad6c033ef3/-/horizon-files-prod/ed/picture/migrated/q455zmv/5b7511f788f9bc8c647b92ff98d1e1d477cf422b.jpg","Pour tout type de véhicule (voiture, camion, bus, moto ..) surveillez les déplacements en temps réel grâce au boitier GPS. Paramétrer votre véhicule à votre guise Les fonctionnalités du traceur GPS --Géolocalisation en temps réel (lieu exact ou se situe votre véhicule inclut nom du quartier et rue) --Ecoute des conversations (grâce au micro disponible) --Alerte SOS (en cas danger appuyer le bouton et le traceur envoie un sms d'alerte danger) --Alerte batterie faible --Géo-barrière (délimité une zone au delà du quelle votre véhicule ne doit pas aller) --Alerte de vitesse --Alerte du traceur hors tension électrique --Alerte de perte du signal GPS (si le véhicule entre dans une zone non couverte pas le signal GPS) --Arrêt moteur (stopper le moteur du véhicule à partir de votre téléphone ou ordinateur et plus personne ne pourra le démarrer) --Alerte de vibration --Check up du véhicule (moteur on/off, niveau de la batterie, état de la portier, état et qualité du signale GPS) --Suivi déplacement en temps réel sur votre téléphone et ordinateur"
"1715912230-523","https://www.expat-dakar.com/equipements-pieces?page=5","Phare BMW série 3
Neuf
Mermoz,
Dakar

lundi, 11:30

350 000 F Cfa

776295555

338679373","https://www.expat-dakar.com/annonce/phare-bmw-serie-3-5979673","Phare BMW série 3","Neuf","Mermoz

Dakar","350 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/24c7e0e6e9889ed0d9645f7be569305d/-/horizon-files-prod/ed/picture/qq47v8nw/33cee49e7baf4ac97b6efea4abab127fb511656e.jpg","Vends ensemble phare BMW série 3 tout neuf dans sa boîte"
"1715912232-524","https://www.expat-dakar.com/equipements-pieces?page=5","Compresseur d’air
Neuf
Grand-Dakar,
Dakar

mardi, 09:32

Vendeur vérifié

15 000 F Cfa

782963838

762963434

771874229","https://www.expat-dakar.com/annonce/compresseur-dair-3114688","Compresseur d’air","Neuf","Grand-Dakar

Dakar","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8ddd7cdd161fc690d8c01b9507251f06/-/horizon-files-prod/ed/picture/q62nmnj/b8b123ce861d7f43c70f4d63a2c96400b0bc0eb8.jpg","Numéro d'article: ET761-4G

Compresseur d'air à deux cylindres également disponible

Alimentation: DC12V

Courant nominal: 15A

Diamètre du cylindre: 30 mm

Pression maximale: 100PSI

Cycle de service maximal : 15 minutes

Tuyau d'air: 1 m de tuyau d'air, 3 m de tuyau PU

Cordon: 3 m"
